ID,Member Name,Department,Division,Date,Type,Role,Activity Type,Geographical Scope,Host,Country,Province,City,Hours,Education Presentation,Authorship,Title
6998,"Dresser, George",Medicine,Clinical Pharmacology,2000/12/07,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"London Health Sciences Centre, University Hospital, Medicine Grand Rounds",Canada,Ontario,London,,FALSE,,Pharmacogenomics & patient care - from benchtop to bedside?
6999,"Dresser, George",Medicine,Clinical Pharmacology,2001/02/02,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Medicine Grand Rounds,London Health Sciences Centre",Canada,Ontario,London,,FALSE,,“Hyperhomocyst(e)inemia: facts and fiction in the life of a cardiac risk factor”
7000,"Dresser, George",Medicine,Clinical Pharmacology,2001/02/23,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,ACP-ASIM Ontario Regional Meeting,Canada,Ontario,Toronto,,FALSE,,“Grapefruit juice interactions the internist should know about”
7001,"Dresser, George",Medicine,Clinical Pharmacology,2001/04/18,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,Department of Medicine General Internal Medicine Update Day,Canada,Ontario,London,,FALSE,,"“Herbs, Diet & Drug Interactions”"
7002,"Dresser, George",Medicine,Clinical Pharmacology,2001/05/09,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,CME Presentation sponsored by Boehringer Ingelheim and GlaxoSmithKline Pharmaceuticals,Canada,Ontario,London,,FALSE,,Issues and challenges in the treatment of hypertension including drug interactions.
7003,"Dresser, George",Medicine,Clinical Pharmacology,2001/05/10,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Department of Medicine Research Day,London Health Sciences Centre",Canada,Ontario,London,,FALSE,,“St. John’s Wort induces intestinal and hepatic CYP3A4 and p-glycoprotein in healthy volunteers”
7004,"Dresser, George",Medicine,Clinical Pharmacology,2001/05/10,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Department of Medicine Research Day, London Health Sciences Centre",Canada,Ontario,London,,FALSE,,“Citrus juices are potent inhibitors of intestinal OATP but not p-glycoprotein”.
7005,"Dresser, George",Medicine,Clinical Pharmacology,2001/05/25,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CCTC Grand Rounds, London Health Sciences Centre",Canada,Ontario,London,,FALSE,,Drug interactions in the ICU.
7006,"Dresser, George",Medicine,Clinical Pharmacology,2001/09/20,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,CME Presentation sponsored by Pfizer Pharmaceuticals,Canada,Ontario,London,,FALSE,,Multiple medications in the elderly: when is enough enough?
7007,"Dresser, George",Medicine,Clinical Pharmacology,2001/10/04,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,CME Presentation sponsored by Solvay Pharma Pharmaceuticals,Canada,Ontario,London,,FALSE,,Drug interactions and herbal remedies.
7008,"Dresser, George",Medicine,Clinical Pharmacology,2002/02/06,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,CME Presentation sponsored by Pfizer,Canada,Ontario,London,,FALSE,,Herb/Drug Interactions.
7009,"Dresser, George",Medicine,Clinical Pharmacology,2002/04/03,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"General Internal Medicine Update Day, London Health Sciences Centre",Canada,Ontario,,,FALSE,,“Which prescription requires extra follow up – A monitoring guide”.
7010,"Dresser, George",Medicine,Clinical Pharmacology,2002/05/29,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Drug Therapy Update Day, University of Western Ontario",Canada,Ontario,London,,FALSE,,“Herbs: Which ones work”?
7011,"Dresser, George",Medicine,Clinical Pharmacology,02-May,Invited Lectures,Invited Lecturer,Continuing Medical Education,Provincial,Solvay Pharma,Canada,Ontario,,,FALSE,,Series of Eight “Train the Trainer” teleconferences for the Cardi-Active Drug Interaction Program
7012,"Dresser, George",Medicine,Clinical Pharmacology,2002/06/03,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CME Presentation, sponsored by Byk Canada",Canada,Ontario,London,,FALSE,,“Better therapeutics in 2002” What do you need to know about drug interactions?”.
7013,"Dresser, George",Medicine,Clinical Pharmacology,2002/06/08,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME Presentation, sponsored by Byk Canada",Canada,Ontario,Stratford,,FALSE,,“Better therapeutics in 2002” What do you need to know about drug interactions?”.
7014,"Dresser, George",Medicine,Clinical Pharmacology,2002/06/18,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,,Canada,Ontario,Waterloo,,FALSE,,Cardi-Active drug interactions CME program.
7015,"Dresser, George",Medicine,Clinical Pharmacology,2002/09/17,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"Woodstock General Hospital, Grand Rounds",Canada,Ontario,Woodstock,,FALSE,,“Drug interactions in cardiovascular disease”.
7016,"Dresser, George",Medicine,Clinical Pharmacology,2002/09/27,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"London Health Sciences Centre, Department of Medicine Rounds",Canada,Ontario,London,,FALSE,,“Drug interactions: A conceptual and practical guide”.
7017,"Dresser, George",Medicine,Clinical Pharmacology,2002/10/09,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"Four Counties Hospital, Medicine Rounds",Canada,Ontario,Newbury,,FALSE,,“Hypertension Guidelines”.
7018,"Dresser, George",Medicine,Clinical Pharmacology,2002/11/05,Invited Lectures,Invited Lecturer,Continuing Medical Education,Provincial,"CME, sponsored by Astra Zeneca",Canada,Quebec,Aylmer,,FALSE,,“Hypertension and Stroke Prevention Strategies”.
7019,"Dresser, George",Medicine,Clinical Pharmacology,2002/11/20,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME, sponsored by Pfizer,",Canada,Ontario,Goderich,,FALSE,,“Implications of combination therapy when treating to new hypertension guidelines”.
7020,"Dresser, George",Medicine,Clinical Pharmacology,2002/11/27,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME, sponsored by Pfizer",Canada,Ontario,Brantford,,FALSE,,“Simple concepts in clinically relevant drug/drug interactions”.
7021,"Dresser, George",Medicine,Clinical Pharmacology,2002/11/27,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CME, sponsored by Pfizer",Canada,Ontario,London,,FALSE,,“Cardi-Active Drug Interactions CME Program”.
7022,"Blake, Peter",Medicine,Nephrology,Oct-89,Invited Lectures,Invited Lecturer,,International,"Kidney Foundation of Ohio, 16th Renal Symposium",,,"Cleveland, Ohio",,,,Long term jugular catheters for haemodialysis - their use and associated complications.
7023,"Dresser, George",Medicine,Clinical Pharmacology,2003/01/14,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CME, sponsored by Pfizer",Canada,Ontario,London,,FALSE,,“Issues in Managing Cardiovascular Disease in the Elderly Patient”.
7024,"Blake, Peter",Medicine,Nephrology,Feb-92,Invited Lectures,Invited Lecturer,,International,12th Annual Meeting on Peritoneal Dialysis,,,"Seattle, Washington",,,,Urea kinetics has little relevance in assessing the adequacy of peritoneal dialysis.
7025,"Blake, Peter",Medicine,Nephrology,May-92,Invited Lectures,Invited Lecturer,,International,"American Society for Artificial Internal Organs, 38th Annual Meeting",,,"Nashville, Tennessee",,,,Urea kinetics analysis affects clinical outcome in CAPD?
7026,"Dresser, George",Medicine,Clinical Pharmacology,2003/01/24,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"London Health Sciences Centre, Medicine Rounds",Canada,Ontario,London,,FALSE,,“Drug Interactions: A Conceptual and Practical Guide”.
7027,"Blake, Peter",Medicine,Nephrology,Oct-92,Invited Lectures,Invited Lecturer,,International,VIth Congress of the International Society for Peritoneal Dialysis,Greece,,Thessalonika,,FALSE,,Problems predicting CAPD outcomes with small solute clearances.
7028,"Dresser, George",Medicine,Clinical Pharmacology,2003/02/08,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CME, sponsored by Pfizer",Canada,Ontario,St Thomas,,FALSE,,“Drug Interactions and the Elderly”.
7029,"Blake, Peter",Medicine,Nephrology,Oct-92,Invited Lectures,Invited Lecturer,,International,VIth Congress of the International Society for Peritoneal Dialysis,Greece,,Thessalonika,,FALSE,,Quantitation of dialysis by urea kinetics is important.
7031,"Dresser, George",Medicine,Clinical Pharmacology,2003/02/19,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME, sponsored by Pfizer",Canada,Ontario,Ingersoll,,FALSE,,“Cardi-Active Drug Interactions CME Program”.
7032,"Blake, Peter",Medicine,Nephrology,1992/12/10,Invited Lectures,Invited Lecturer,,National,"Grand Rounds, Kitchener-Waterloo Hospital,",,,"Kitchener, Ontario.",,FALSE,,Diabetic Nephropathy.
7033,"Blake, Peter",Medicine,Nephrology,1993/03/05,Invited Lectures,Invited Lecturer,,International,CAPD & r-HuEPO: Update '93.,,,"Del Mar, California.",,FALSE,,Effects of erythropoietin on peritoneal transport.
7034,"Dresser, George",Medicine,Clinical Pharmacology,2003/02/28,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"Stratford Hospital, Medicine Rounds",Canada,Ontario,Stratford,,FALSE,,"""Polypharmacy in Cardiovascular Disease: Rationalizing Drug Therapy""."
7035,"Blake, Peter",Medicine,Nephrology,1993/06/16,Conference Presentation,Invited Lecturer,,National,4th Annual Southwestern Ontario Nephrology Update.,,,"Hamilton, Ontario.",,,,Peritoneal transport and erythropoietin.
7036,"Blake, Peter",Medicine,Nephrology,1993/10/16,Invited Lectures,Invited Lecturer,,Provincial,"Canadian Association of Renal Dietitians,",,,"Toronto, Ontario.",,,,IGF as a marker of nutritional status.
7037,"Dresser, George",Medicine,Clinical Pharmacology,2003/03/05,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME, sponsored by Servier Canada",Canada,Ontario,Cambridge,,FALSE,,“Bridging the Gap in Hypertension: New Options in Fixed Dose Combination Therapy”.
7038,"Blake, Peter",Medicine,Nephrology,1993/10/27,Invited Lectures,Invited Lecturer,,Local,1993 UWO Endocrinology & Metabolism Conference on Intensive Treatment of Insulin-requiring Diabetes Mellitus,,,"London, Ontario.",,,,The DCCT and diabetic nephropathy.
7039,"Dresser, George",Medicine,Clinical Pharmacology,2003/04/09,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME, sponsored by Solvay Pharma",Canada,Ontario,Stoney Creek,,FALSE,,“Cardi-Active Drug Interactions Workshop”.
7040,"Blake, Peter",Medicine,Nephrology,1994/06/19,Invited Lectures,Invited Lecturer,,International,XVII Brazilian Congress of Nephrology.,,,"Fortaleza, Brazil.",,,,Economics of peritoneal versus haemodialysis.
7041,"Blake, Peter",Medicine,Nephrology,1994/06/20,Invited Lectures,Invited Lecturer,,International,XVII Brazilian Congress of Nephrology.,,,"Fortaleza, Brazil.",,,,Adequacy of peritoneal dialysis.
7042,"Dresser, George",Medicine,Clinical Pharmacology,2003/04/23,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CME, London Specialists Group sponsored by Solvay Pharma",Canada,Ontario,London,,FALSE,,“Cardi-Active Drug Interactions CME Program”.
7043,"Blake, Peter",Medicine,Nephrology,1994/06/20,Invited Lectures,Invited Lecturer,,International,XVII Brazilian Congress of Nephrology.,,,"Fortaleza, Brazil.",,,,Malnutrition in peritoneal dialysis.
7044,"Dresser, George",Medicine,Clinical Pharmacology,2003/08/19,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME, sponsored by Servier Canada",Canada,Ontario,St Mary’s,,FALSE,,“Pursuing the “Silent Killer”: Reviewing the Evidence and Building the Case for Effective Treatment of Hypertension”.
7045,"Blake, Peter",Medicine,Nephrology,1994/06/21,Invited Lectures,Invited Lecturer,,International,XVII Brazilian Congress of Nephrology.,,,"Fortaleza, Brazil.",,,,Complications related to adequacy of peritoneal dialysis.
7046,"Blake, Peter",Medicine,Nephrology,1994/10/06,Invited Lectures,Invited Lecturer,,Provincial,Baxter Symposium on Peritoneal Dialysis Adequacy,Canada,,"Toronto, Ontario.",,FALSE,,Peritoneal dialysis adequacy and nutrition.
7047,"Blake, Peter",Medicine,Nephrology,1994/09/14,Invited Lectures,Invited Lecturer,,Provincial,"Grand Rounds, Toronto Western Hospital",Canada,Ontario,Toronto,,FALSE,,Malnutrition: A major problem in dialysis patients.
7048,"Blake, Peter",Medicine,Nephrology,1994/10/25,Invited Lectures,Invited Lecturer,,International,"Peritoneal Dialysis Prescription: Computer Interactive Session. National Kidney Foundation, Annual Scientific Meeting",United States,Florida,Orlando,,FALSE,,KT/V urea and clinical outcome - A balanced viewpoint.
7049,"Blake, Peter",Medicine,Nephrology,1994/12/02,Invited Lectures,Invited Lecturer,,International,Instituto Mexicano de Investigaciones Nefrologicas [IMIN,,,"Acapulco, Mexico",,,,The future of peritoneal dialysis.
7050,"Dresser, George",Medicine,Clinical Pharmacology,2003/09/17,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Drug Therapy Update Day, University of Western Ontario",Canada,Ontario,London,,FALSE,,“More on Herbs in 2003: the Bad the Good and the Interesting”.
7051,"Blake, Peter",Medicine,Nephrology,1994/12/03,Invited Lectures,Invited Lecturer,,International,Instituto Mexicano de Investigaciones Nefrologicas [IMIN].,,,"Acapulco, Mexico.",,,,Participation in Workshop on peritoneal dialysis.
7052,"Dresser, George",Medicine,Clinical Pharmacology,2003/09/22,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CME, sponsored by Solvay Pharma",Canada,Ontario,London,,FALSE,,“Cardi-Active Drug Interactions CME Program”.
7053,"Blake, Peter",Medicine,Nephrology,1995/03/27,Invited Lectures,Invited Lecturer,,International,European Baxter PD Consultants Meeting,France,,Paris,,FALSE,,Peritoneal Dialysis Adequacy & Nutrition.
7054,"Dresser, George",Medicine,Clinical Pharmacology,2003/11/05,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,"CME, Goderich Journal Club, sponsored Pfizer Canada",Canada,Ontario,Bayfield,,FALSE,,“ALLHAT vs. ANBP2”.
7055,"Blake, Peter",Medicine,Nephrology,1995/04/09,Invited Lectures,Invited Lecturer,,Provincial,2nd Annual CSN Review Course in Nephrology,Canada,Ontario,Toronto,,FALSE,,An update in peritoneal dialysis.
7056,"Dresser, George",Medicine,Clinical Pharmacology,2003/11/19,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Department of Medicine Rounds, London Health Sciences Centre, SSC",Canada,Ontario,London,,FALSE,,“Prevention of Cardiac Events in Coronary Disease: Evidence from EUROPA”.
7057,"Blake, Peter",Medicine,Nephrology,1995/04/12,Invited Lectures,Invited Lecturer,,National,"6th Annual Nephrology Update, Southwestern Ontario",Canada,Ontario,Ingersoll,,FALSE,,Resource Planning.
7058,"Dresser, George",Medicine,Clinical Pharmacology,2004/11/19,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Cardiac Rehabilitation Network of Ontario, Annual Education Day",Canada,Ontario,London,,FALSE,,Drug Interactions in the Cardiac Patient.
7059,"Blake, Peter",Medicine,Nephrology,1995/04/23,Invited Lectures,Invited Lecturer,,International,"Scientific Program, 1995 Baxter Dialysis Forum",United States,Florida,Naples,,FALSE,,Nutrition Assessment and Management.
7061,"Blake, Peter",Medicine,Nephrology,1995/05/05,Invited Lectures,Invited Lecturer,,International,41st Annual Meeting American Society for Artificial Internal Organs,,,,,FALSE,,The Peak Concentration Hypothesis: Does it matter?
7062,"Dresser, George",Medicine,Clinical Pharmacology,2005/04/13,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"CME, Pharmacy Association, sponsored by Biovail",Canada,Ontario,London,,FALSE,,“Advancing 24 hour Blood Pressure Control”.
7063,"Blake, Peter",Medicine,Nephrology,1995/05/05,Invited Lectures,Invited Lecturer,,International,American Society for Artificial Internal Organs,,,,,FALSE,,How to measure access recirculation with a method based on differential conductivity.
7064,"Blake, Peter",Medicine,Nephrology,Jun-95,Invited Lectures,Invited Lecturer,,International,The International Society for Peritoneal Dialysis.,,,"Stockholm, Sweden",,,,Targets in CAPD and APD prescriptions.
